URL,Title,Sentiment Score,Sentiment Label,Sadness,Joy,Fear,Disgust,Anger
1,US allies in Syria make deal with Moscow and Damascus,0,neutral,0.208935,0.244924,0.125124,0.108278,0.168022
1,Trump warns House GOP members of electoral 'bloodbath' if repeal and replace fails,-0.737331,negative,0.536894,0.001977,0.160446,0.149949,0.500357
1,Graham ready to subpoena for Trump wiretap information,-0.304621,negative,0.051899,0.448356,0.036629,0.034266,0.028826
1,White House: Trump will attend NATO leaders meeting in May,0,neutral,0.124216,0.331323,0.126702,0.203606,0.116188
1,"Chuck Schumer: Democratic opposition holding against Neil Gorsuch, Obamacare repeal",-0.720801,negative,0.127869,0.104443,0.21062,0.111435,0.215319
1,Democrats call for special counsel during hearing for Sessions' would-be deputy,0,neutral,0.259122,0.035177,0.178131,0.169733,0.167306
1,Michelle Obama's healthy school lunch program in jeopardy?,0.676667,positive,0.045146,0.751699,0.140257,0.058186,0.026107
1,Trump budget blueprint raises questions about disaster aid,0.66776,positive,0.297748,0.044933,0.082031,0.57732,0.160215
1,Republicans change health care bill in search for votes,0,neutral,0.168885,0.204381,0.00532,0.565824,0.159412
1,Gorsuch steers around Democrats' sharp questions at hearing Day 3,-0.477901,negative,0.258109,0.061325,0.080011,0.154928,0.245798
1,Pence backs Ryan as speaker after repeatedly declining to do so,-0.531462,negative,0.142863,0.186296,0.049024,0.075339,0.300514
1,Chaffetz walks back remarks on low-income Americans choosing health care over iPhones,0.619649,positive,0.234302,0.170259,0.20616,0.460175,0.084079
1,GOP Hill leaders back away from Trump on wiretap allegations,-0.502305,negative,0.351741,0.039587,0.145266,0.43417,0.237699
1,Trump may move GOP health care bill to the right,0.45935,positive,0.331489,0.267464,0.050488,0.175044,0.170769
1,Aides help temper Trump's Obamacare rhetoric,0,neutral,0.063459,0.086544,0.106765,0.02837,0.765578
1,Jeff Sessions confirmed to be the next attorney general,0,neutral,0.173165,0.165699,0.1086,0.04911,0.085469
1,"Tillerson, Russian counterpart to attend G-20",0,neutral,0.122746,0.13544,0.503263,0.062914,0.036949
1,Sessions recusal: What's next?,-0.494792,negative,0.10796,0.154313,0.22137,0.018504,0.108528
1,"Trumps to dine with Cruzes, despite awkward history, alleged ""slander""",-0.606751,negative,0.62268,0.138535,0.062548,0.125599,0.102865
1,'Showman' prosecutor Bharara fights to the end,0,neutral,0.314482,0.114749,0.266799,0.170083,0.271504
1,"Trump restrains himself in Kentucky, doesn't respond to FBI testimony",0,neutral,0.281239,0.018788,0.081847,0.491306,0.239186
1,Neil Gorsuch's sales pitch: I'm my own judge,0,neutral,0.087541,0.236184,0.214188,0.12775,0.262596
1,Trump's new travel ban: Changes in substance and style,0,neutral,0.09022,0.439584,0.048505,0.147768,0.202537
1,US commander takes full responsibility for SEAL raid in Yemen,-0.699792,negative,0.125547,0.165262,0.083558,0.088253,0.144336
1,Booker: GOP can't force Obamacare replacement 'down our throats',-0.838836,negative,0.133112,0.005887,0.550631,0.066297,0.106658
1,Moment of truth looms for Freedom Caucus,0,neutral,0.357533,0.528519,0.097835,0.007219,0.05737
1,McDonnell's fall from grace,0,neutral,0.155218,0.40467,0.107025,0.004485,0.147756
1,Speech gives 'new dynamic' to move House GOP Obamacare plan,-0.757726,negative,0.144528,0.261251,0.362734,0.086437,0.313362
1,Trump welcomes Iraqi PM Abadi to White House,0.619544,positive,0.085905,0.448553,0.087549,0.141273,0.16547
1,Paris attack triggers Homeland Security funding fight in Congress,-0.713806,negative,0.193672,0.010349,0.537688,0.251487,0.305071
1,Donald Trump: 'I want surveillance of certain mosques',0,neutral,0.126171,0.070269,0.172406,0.26417,0.183832
1,"For fashion designers, it's resistance on the runway",0.598986,positive,0.081506,0.485488,0.084147,0.080272,0.082933
1,"Moderates await, prep for window on immigration reform",-0.712706,negative,0.146188,0.128942,0.094725,0.079139,0.095314
1,Best week in Washington: Barack Obama's legacy,0.620526,positive,0.063491,0.658316,0.030381,0.027999,0.027955
1,Pence's sphere of influence questioned in wake of Flynn fallout,-0.455134,negative,0.308668,0.108382,0.145587,0.029726,0.270436
1,House leaders set Obamacare repeal vote for Thursday,-0.305843,negative,0.066935,0.307842,0.256356,0.124003,0.396788
1,Privacy rights at border draw scrutiny under Trump immigration crackdown,-0.44945,negative,0.171122,0.476722,0.097817,0.083485,0.054927
1,Obama's 'N' word sparks debate,0.712226,positive,0.177293,0.147722,0.132433,0.431015,0.295169
1,Roberts knocks Scalia in Supreme Court Obamacare bout,-0.780847,negative,0.153697,0.069453,0.45576,0.143373,0.358695
1,A worried Japan seeks Trump's assurances,-0.422311,negative,0.313999,0.052866,0.706523,0.081311,0.054705
1,4 reasons why Republicans did Obamacare repeal before tax reform,-0.84063,negative,0.152969,0.042924,0.058247,0.53214,0.247696
1,The moment American Muslims were waiting for,0,neutral,0.354219,0.084576,0.088319,0.543251,0.223807
1,Republicans excited about Trump -- and worry about what he'll say next,-0.606981,negative,0.039693,0.707391,0.073221,0.22929,0.018701
1,White House turmoil rankles Washington more than Trump,-0.619269,negative,0.185781,0.288601,0.139313,0.16041,0.104106
1,"Bannon, Pence send contradictory messages to EU",-0.492002,negative,0.052786,0.09974,0.04592,0.016319,0.112257
1,"Rattled by CBO report, moderate Republicans turn against GOP bill",-0.585879,negative,0.174979,0.007945,0.058846,0.498876,0.246781
1,US Attorney Bharara fired in standoff with Trump,0,neutral,0.309977,0.097616,0.037748,0.329327,0.406859
1,Tillerson looks to global effort on Iran as model for North Korea,-0.6269,negative,0.18824,0.460738,0.024342,0.072274,0.059898
1,US election hacking: Russia hits back at 'unfounded' allegations,-0.611184,negative,0.486896,0.008583,0.404248,0.108669,0.337252
1,"New Hampshire primary results: Trump, Sanders win",0.718427,positive,0.092646,0.745614,0.066279,0.045974,0.045948
1,Trump backs off two-state Israeli-Palestinian framework,0,neutral,0.38733,0.128859,0.247049,0.139424,0.175081
1,Trump proposes $54 billion in cuts to 'most federal agencies',-0.348506,negative,0.552647,0.237214,0.060841,0.03974,0.100215
1,House Obamacare bill comes up against skeptical senators,-0.568409,negative,0.128665,0.100533,0.40679,0.128158,0.340302
1,Trump adds to chaos of health care deliberations,0,neutral,0.071716,0.548695,0.063289,0.022231,0.187629
1,9 things we learned from the Comey hearing,0,neutral,0.121134,0.466451,0.080536,0.026207,0.103688
1,"Rebuffed by Comey's testimony, Trump tweet teases new theory",0.53639,positive,0.498126,0.301286,0.146271,0.055967,0.094264
1,It's official: Trump is Republican nominee,0,neutral,0.141042,0.081655,0.009145,0.676097,0.164249
1,"Donald Trump plots strategy on ISIS, campaign reset",0,neutral,0.18875,0.103733,0.170832,0.396619,0.177002
1,US opposes Palestinian appointment at UN,-0.772448,negative,0.151818,0.011146,0.203804,0.220406,0.385398
1,First on CNN: Trump transition donors linked to his Cabinet,0,neutral,0.215873,0.176402,0.079565,0.058823,0.065319
1,"Facing soaring costs, Palm Beach officials ask Trump to pay up",0,neutral,0.126039,0.413289,0.055828,0.280784,0.099576
1,Comey's hearing passes but the political storm rages on,-0.780823,negative,0.142071,0.03737,0.064692,0.116347,0.699423
1,"Terror roils presidential politics, and a president",-0.750953,negative,0.102447,0.009857,0.61355,0.343704,0.112167
1,Fireworks at GOP convention,0,neutral,0.149543,0.138248,0.12768,0.152169,0.342125
1,Trump pick shows power of family brain trust,0.827092,positive,0.093488,0.587874,0.093615,0.13333,0.128886
1,The real story behind those Planned Parenthood videos,0.495406,positive,0.192959,0.069186,0.071403,0.781599,0.06534
1,"Yes, it's time to think about the 2020 presidential race",0,neutral,0.106497,0.19276,0.111178,0.344889,0.061714
1,Donald Trump's America: Scary but fixable,-0.702646,negative,0.100234,0.019286,0.887473,0.138213,0.040642
1,The super-secret division in charge of the Russia investigation,0,neutral,0.149894,0.556955,0.043691,0.04618,0.0669
1,Trump welcomes Merkel after bashing her on campaign trail,0,neutral,0.11445,0.525097,0.030118,0.263089,0.026544
1,Lame duck: Democrats clip Obama's wings,-0.580053,negative,0.509875,0.015009,0.123905,0.342992,0.266261
1,Supreme Court puts Obama immigration legacy on November's ballot,0,neutral,0.269754,0.286656,0.106808,0.263485,0.060409
1,"On Gorsuch, it's evangelicals vs. atheists",0,neutral,0.144548,0.185315,0.087573,0.077654,0.090723
1,Family of missing former FBI agent sues Iran for kidnapping and torture,-0.683168,negative,0.821001,0.005926,0.108849,0.188859,0.127798
1,"Obama balances respect and frustration with police, protesters",0.946756,positive,0.063056,0.042908,0.091628,0.09901,0.357173
1,Which Republicans are opposing the Obamacare repeal bill?,-0.827801,negative,0.126006,0.013693,0.071159,0.495315,0.44484
1,Embattled Flynn was in 'fluid' situation Monday night leading up to resignation,-0.389481,negative,0.252257,0.332797,0.321333,0.053435,0.080982
1,Paul Ryan counts votes on health care; Republicans push for changes,0,neutral,0.22927,0.295313,0.010284,0.472447,0.156437
1,"WH request for report to back travel ban prompts dissent, concern among some intel officials",-0.466372,negative,0.202416,0.122183,0.094489,0.064694,0.289559
1,How Trump and Ryan are working with moderates on health care,0.446945,positive,0.248813,0.482384,0.084353,0.057755,0.063349
1,The GOP's Donald Trump freak-out,0,neutral,0.095595,0.005754,0.390955,0.459448,0.453778
1,Republicans unveil bill to repeal and replace Obamacare,-0.814638,negative,0.230378,0.020488,0.053707,0.441586,0.409175
1,"Putting 'America First,' Trump said to plan lighter foreign travel than predecessors",0,neutral,0.240992,0.168839,0.188938,0.358683,0.11019
1,"Republicans lose patience with FBI on Russia, Trump campaign ties information",0,neutral,0.419149,0.00908,0.055814,0.500465,0.170934
1,U.S. General John Campbell: U.S. Gen.: We need new Afghanistan plan,-0.465041,negative,0.225387,0.109421,0.181877,0.037895,0.102054
1,"Facing backlash, Trump dodges questions on 9/11 comments",-0.435419,negative,0.218146,0.083138,0.137129,0.36102,0.060206
1,2nd day of protests over Trump's immigration policies,0,neutral,0.379037,0.075984,0.064209,0.254568,0.379311
1,White working-class evangelicals: Christian values are under attack,-0.527482,negative,0.273526,0.046105,0.300364,0.319844,0.288283
1,Huntsman in exile: Did appointment make way for Hatch?,0,neutral,0.095456,0.110564,0.06911,0.095928,0.153884
1,Obama looks to Cuba to test an old theory,0,neutral,0.231664,0.246088,0.129787,0.103575,0.027935
1,Obamacare lives on after Supreme Court ruling,0,neutral,0.167207,0.147047,0.243484,0.353262,0.25108
1,Donald Trump's obsession with himself,0.630244,positive,0.414002,0.067449,0.03088,0.289554,0.202384
1,Obama to leave more troops than planned in Afghanistan,-0.511232,negative,0.409965,0.054602,0.107558,0.115399,0.137846
1,"Trump's 'hard power budget' increases defense spending, cuts to State Dept, EPA",0,neutral,0.615183,0.016644,0.135371,0.298938,0.238372
1,Mixed reception on Capitol Hill to Trump's proposed budget,0,neutral,0.219188,0.150797,0.070119,0.16475,0.149725
1,Trump hits pause between a tough week and a critically important one,0.677945,positive,0.504039,0.158289,0.20459,0.026074,0.218009
1,Trump's new travel ban blocked: What you need to know,0,neutral,0.353255,0.103115,0.144434,0.245858,0.392831
1,Candidates struggle with Iraq political quagmire,0,neutral,0.808551,0.021062,0.114029,0.104423,0.132697
1,Why Trump is dredging up 1990s attacks against the Clintons,-0.410005,negative,0.107521,0.003158,0.710561,0.258364,0.2443
1,"Donald Trump claims sarcasm, but damage on hack comments lingers",-0.59015,negative,0.403516,0.007849,0.162842,0.360922,0.420771
1,Trump condemns anti-Semitism but can't stop questions,0,neutral,0.232743,0.049658,0.141042,0.47683,0.253973
1,"FBI Director James Comey: Trump campaign, Russia ties investigated, no wiretap evidence",0,neutral,0.308154,0.052123,0.096785,0.407819,0.140418
1,More Trump advisers disclose meetings with Russia's ambassador,0,neutral,0.211409,0.271042,0.047995,0.033422,0.087374
1,2016: Last call for working class whites?,0,neutral,0.518729,0.052508,0.163292,0.129383,0.14399
1,Obama's 'arc' on race relations,0.620757,positive,0.083006,0.263154,0.037612,0.228359,0.139643
1,Obama's do-over on his message to Americans about ISIS,0,neutral,0.384102,0.017026,0.066899,0.468641,0.140028
1,Obama: Trump's warning on elections is 'ridiculous',-0.712953,negative,0.249877,0.007915,0.273374,0.215697,0.627807
1,"GOP health care plan clears first hurdle, debate continues in committee",-0.312789,negative,0.256943,0.3004,0.045477,0.268253,0.294214
1,What Dina Powell's promotion to the NSC means,0,neutral,0.124268,0.114104,0.065764,0.048307,0.095332
1,"Gorsuch touts family, roots while Democrats revisit Garland snub",0,neutral,0.427415,0.167728,0.119488,0.26892,0.173571
1,Trump administration slow to name deputies,0,neutral,0.435512,0.041878,0.11353,0.113163,0.197666
1,Trump's plan to dismember government,-0.397086,negative,0.270566,0.017075,0.110387,0.245125,0.212551
1,CNNPolitics.com,0,neutral,0.144461,0.193274,0.081632,0.068634,0.108987
1,Donald Trump's next reality show: 2016,0,neutral,0.404529,0.274478,0.125692,0.094148,0.096351
1,"Gay rights, Obamacare and a week that changed the nation",-0.647956,negative,0.290267,0.115591,0.13803,0.280237,0.353572
1,Who can heal America?,0,neutral,0.817349,0.045468,0.149418,0.033691,0.049656
1,"War in space: Kamikazes, kidnapper satellites and lasers",-0.430615,negative,0.180342,0.131273,0.093728,0.102596,0.104384
1,Can conservatives come together?,-0.415524,negative,0.218678,0.324946,0.109092,0.333524,0.101516
1,Is Donald Trump a demagogue?,0,neutral,0.240303,0.073911,0.037029,0.342842,0.109842
1,Will Iowa love Hillary Clinton in 2016?,0,neutral,0.023158,0.803822,0.025985,0.027679,0.022737
1,Bipartisan trade bill is no sure victory for Obama,0,neutral,0.18596,0.313931,0.055547,0.214878,0.25013
1,Why the U.S. is freaked out about Brexit,-0.746673,negative,0.104674,0.040456,0.545288,0.222176,0.388767
1,Trump takes flak for national security adviser pick,0,neutral,0.225047,0.101286,0.19494,0.285181,0.109139
1,Trump stands by wiretapping claim during Merkel visit,0,neutral,0.125387,0.062741,0.042577,0.413435,0.110362
1,"President Donald Trump signs new travel ban, exempts Iraq Trump to unveil new travel ban Monday, without Iraq",0,neutral,0.107969,0.37745,0.024736,0.195614,0.386909
1,New Senate is just like the old Senate,0,neutral,0.294786,0.23401,0.121782,0.29028,0.179723
1,Donald Trump on GOP attacks: 'Whatever',-0.411463,negative,0.172586,0.043488,0.340466,0.246319,0.399024
1,The GOP's Obamacare replacement bill: Dead on arrival?,-0.750987,negative,0.380216,0.001357,0.248313,0.170582,0.170684
1,Has cheap gas primed Congress for a tax hike?,-0.909305,negative,0.138854,0.017424,0.061016,0.203386,0.079202
1,Obama and Putin: From frosty to frozen,0,neutral,0.292031,0.240202,0.154304,0.134937,0.128912
1,"Republicans warn Iran, and White House",-0.474959,negative,0.20535,0.033676,0.073267,0.54985,0.453861
1,"Donald Trump, Ben Carson defy Democratic past",0,neutral,0.366609,0.196277,0.19417,0.188629,0.076398
1,Donald Trump: State of the Union punching bag,0,neutral,0.164626,0.06432,0.019876,0.283388,0.687447
1,"For American Muslims: Shock, fear and resolve",-0.862381,negative,0.064706,0.00247,0.804023,0.352951,0.076048
1,"Netanyahu, Trump rekindle US-Israel relationship",0,neutral,0.547274,0.248746,0.185182,0.065001,0.026174
1,Trump: Sessions 'did not say anything wrong',0,neutral,0.592865,0.001724,0.118801,0.417628,0.21677
1,"Netanyahu speech: Obama, Netanyahu relationship worsens",-0.578383,negative,0.309114,0.434386,0.066383,0.122117,0.081445
1,"Biden hears Labor Day cheers: 'Run, Joe, run'",0,neutral,0.317803,0.384305,0.091913,0.043153,0.082767
1,Obama after meeting Hollande: We are all French now,0,neutral,0.124109,0.397671,0.062189,0.064796,0.084404
1,Democratic debate: Hillary Clinton hits Bernie Sanders,0,neutral,0.145031,0.043896,0.107445,0.66402,0.196791
1,6 takeaways from Trump's address to Congress,0.867133,positive,0.163213,0.025942,0.08386,0.253597,0.088689
1,Understanding the U.S. talking points on Iran,0,neutral,0.359938,0.116141,0.119857,0.088983,0.211147
1,Obama's change vow hits reality on guns,-0.777101,negative,0.411351,0.065075,0.257916,0.147139,0.344195
1,CBO score gives Obamacare repeal biggest test yet,-0.764165,negative,0.153776,0.310065,0.491128,0.079229,0.101222
1,Senate grills US envoy to Israel pick after Trump scraps two-state policy,-0.505243,negative,0.240444,0.05657,0.095226,0.364457,0.15155
1,Ernst runs into the anti-Trump resistance in rural Iowa,0,neutral,0.321405,0.161557,0.080834,0.175744,0.132062
1,Russian provocation: Bluster or genuine peril?,-0.568116,negative,0.134737,0.201458,0.418681,0.050632,0.020145
1,What are the Iowa caucuses?,0,neutral,0.134777,0.117752,0.095208,0.087754,0.107526
1,How Trump pulled together his most presidential moment,0,neutral,0.115969,0.459771,0.05812,0.368495,0.075404
1,Obama ties his fate to Iran nuclear deal,-0.304668,negative,0.436999,0.038921,0.247892,0.106968,0.352379
1,Jeb Bush looks back to go forward,-0.825715,negative,0.233486,0.271289,0.059374,0.050749,0.037745
1,Trump envisions bill allowing many immigrants to stay in US,0,neutral,0.220446,0.06546,0.073654,0.3244,0.174821
1,Donald Trump has almost won the nomination. Now he has to win the GOP.,0.458369,positive,0.134957,0.638918,0.061191,0.13757,0.105206
1,Trump's first big sale: Rallying Republicans on health care,0,neutral,0.232764,0.354653,0.037475,0.319747,0.086394
1,Former Virginia Gov. Bob McDonnell sentencing Tuesday,-0.633306,negative,0.304615,0.19527,0.082621,0.174506,0.060073
1,Can Marco Rubio win in 2016?,0,neutral,0.071397,0.547273,0.058489,0.058836,0.090649
1,The Republicans take on health care -- and it won't be easy,-0.572193,negative,0.222118,0.253771,0.006802,0.437631,0.155957
1,Trump's baseless wiretap claim,-0.824732,negative,0.211645,0.037662,0.056226,0.176772,0.147518
1,Brexit: The UK's Donald Trump moment,0,neutral,0.198349,0.265628,0.045503,0.125802,0.100827
1,Would Hillary Clinton be this bold today?,0.605656,positive,0.315725,0.121765,0.111073,0.157774,0.124175
1,Russia: The problem Trump can't escape,-0.368422,negative,0.719972,0.017714,0.286654,0.034388,0.130075
1,Has Rand Paul missed his moment?,-0.799204,negative,0.746872,0.031038,0.23061,0.040006,0.075672
1,"Jeb Bush, John Kasich clash looms in New Hampshire",-0.699569,negative,0.368558,0.42903,0.086876,0.067785,0.109703
1,2015 calendar packed with 2016,0,neutral,0.242699,0.108879,0.137822,0.094598,0.249107
1,"Obama hits Putin, Republicans in U.N. speech",0,neutral,0.2641,0.046216,0.027078,0.637602,0.272083
1,"While partisans fight, Gorsuch glides through hearings Day 3",0,neutral,0.279505,0.259036,0.220309,0.14363,0.227174
1,Yemen chaos threatens White House anti-terror campaign,0,neutral,0.075526,0.018858,0.858989,0.155779,0.139478
1,Is Jeb Bush conservative enough?,-0.820745,negative,0.201566,0.062085,0.219793,0.412389,0.274597
1,Obama to U.K.: Don't leave the EU,-0.529898,negative,0.291961,0.090739,0.051451,0.282943,0.057638
1,Election 2016: Many in GOP wary of Donald Trump,0,neutral,0.483649,0.007466,0.149466,0.251676,0.217595
1,John Kerry in Riyadh as U.S.-Iran relations spook Saudis,0,neutral,0.102441,0.355415,0.053847,0.247346,0.1366
1,"Neil Gorsuch confirmation hearing day 2: Torture, abortion",-0.696515,negative,0.330587,0.016656,0.025311,0.486561,0.072345
1,Pope Francis brings tough love to America,0,neutral,0.320682,0.555076,0.041316,0.008836,0.030224
1,Trump and Russia: What the fallout could be,-0.588609,negative,0.500734,0.080395,0.107587,0.066237,0.078261
1,Bill Clinton and Tony Blair's secret conversations revealed,-0.502961,negative,0.093981,0.404759,0.144042,0.049143,0.07969
1,"Antonin Scalia, Supreme Court justice, dies at 79",0,neutral,0.765503,0.030563,0.126495,0.117561,0.18919
1,Democratic debate 2015: Hillary Clinton's big night,0,neutral,0.160843,0.199397,0.298255,0.398556,0.157457
1,Will any of Obama's ISIS proposals succeed?,0.566247,positive,0.083274,0.460421,0.113917,0.131799,0.113343
1,China denies U.S. aircraft carrier port visit,0,neutral,0.179686,0.083027,0.030222,0.187909,0.16321
1,Chinese ship 'shadows' U.S. carrier,0,neutral,0.062363,0.145837,0.1065,0.006862,0.049416
1,Could Donald Trump win the GOP nomination?,0,neutral,0.181685,0.35079,0.091695,0.233913,0.166247
1,Entering U.S. as refugees would be hard for terrorists,-0.507799,negative,0.658941,0.007912,0.2805,0.282297,0.112785
1,Obama's long goodbye,-0.733735,negative,0.8079,0.022608,0.078261,0.05131,0.035066
1,"What Neil Gorsuch learned from Kennedy, Scalia and Thomas",0,neutral,0.098877,0.373811,0.050469,0.034728,0.089187
1,Sources: FBI investigation continues into 'odd' computer link between Russian bank and Trump Organization,0,neutral,0.31993,0.033012,0.440364,0.038356,0.090723
1,US commercial flights take off for Cuba,0,neutral,0.186108,0.097374,0.074186,0.282975,0.15374
1,Defiant Ted Cruz stands by refusal to endorse Donald Trump after being booed during convention speech,0,neutral,0.349097,0.131392,0.17797,0.376396,0.224609
1,Outgoing administration raises alarm bells on Trump readiness,0.891208,positive,0.287049,0.19092,0.102313,0.103745,0.125826
1,6 takeaways from the Republican presidential debate,0.442956,positive,0.097749,0.035835,0.029266,0.80923,0.208605
1,Gorsuch's writings could prompt end of life questions at confirmation hearing,0.650485,positive,0.255884,0.368175,0.112909,0.059994,0.069063
1,Are post-9/11 politics shifting?,0.612639,positive,0.38495,0.037984,0.106629,0.280779,0.093701
1,Why 2016 candidates should worry more about China,-0.463011,negative,0.095414,0.042385,0.775688,0.019605,0.005428
1,Can Jeb Bush escape his brother's legacy in Iraq?,-0.702847,negative,0.135567,0.433609,0.037154,0.081152,0.122494
1,U.S. sailors' release: Diplomatic coup or cowing to Iran?,0,neutral,0.096956,0.046632,0.097983,0.164365,0.101923
1,Vladimir Putin: Who wins if he meddles in 2016 race?,0,neutral,0.098252,0.432112,0.066155,0.13996,0.101137
1,Vladimir Putin steals Barack Obama's thunder on world stage,0,neutral,0.167167,0.272365,0.140466,0.302222,0.297084
1,Jimmy Carter cancer: Melanoma on the brain,-0.753976,negative,0.603187,0.07354,0.233907,0.204684,0.068875
1,Hillary Clinton's day of drama,0,neutral,0.078134,0.498741,0.140493,0.099408,0.285943
1,CIA declassifies trove of top-secret documents,-0.426539,negative,0.087906,0.629474,0.153305,0.020512,0.128411
1,Election 2016: What you need to know for the primaries,0,neutral,0.352916,0.031074,0.202824,0.062257,0.13856
1,Obama: 'This was an act of terrorism',-0.752781,negative,0.361046,0.012496,0.331735,0.427461,0.133172
1,Will Hillary Clinton's scandal playbook save her?,0,neutral,0.097166,0.083953,0.034286,0.645886,0.338702
1,"Obama can't stay in Afghanistan, but he can't leave",-0.757511,negative,0.219155,0.158235,0.094616,0.151352,0.051348
1,"Election 2016: Sanders, Clinton show some fight in town hall",0,neutral,0.280214,0.112866,0.225546,0.471455,0.165833
1,Donald Trump visits aircraft carrier to push military agenda,0,neutral,0.09531,0.036978,0.078875,0.318806,0.040668
1,Wanted: A Democratic Party peacemaker,0,neutral,0.198155,0.326876,0.107974,0.075948,0.096869
1,John Boehner's resignation spells trouble for Jeb Bush,-0.8661,negative,0.379607,0.02401,0.269986,0.313903,0.224591
1,The guilt-free gospel of Donald Trump,0.88737,positive,0.261621,0.117708,0.034041,0.336436,0.097549
1,Can Joe Biden count on union support?,0,neutral,0.263254,0.133177,0.046413,0.238181,0.236134
1,The Book of Bernie: What is Sanders' religion?,0,neutral,0.091891,0.076043,0.026796,0.543557,0.15294
1,Donald Trump: What we learned in 2015,0,neutral,0.095848,0.490758,0.020835,0.027046,0.072335
1,"With Iran and Cuba, Obama goes legacy-hunting abroad",-0.40374,negative,0.202607,0.318888,0.08205,0.216496,0.064272
1,Pope Francis preaches compassion to divided Congress,0,neutral,0.227937,0.166811,0.112206,0.194871,0.107403
1,Clintons return to political storm,-0.374949,negative,0.490379,0.059081,0.135172,0.081954,0.356626
1,Donald Trump on Black Lives Matter protester: 'Maybe he should have been roughed up',-0.557775,negative,0.43561,0.232868,0.120802,0.134179,0.091088
1,What Clinton learned from Trump's GOP rivals,0,neutral,0.211193,0.173305,0.06928,0.181068,0.175443
1,Donald Trump and Ted Cruz: From Ivy League to anti-establishment,0,neutral,0.420476,0.244879,0.07815,0.263973,0.142946
1,How Hillary Clinton defined her historic moment,0,neutral,0.177507,0.391381,0.050928,0.064817,0.041913
1,Hillary Clinton weathers House Benghazi committee hearing,0,neutral,0.170132,0.08775,0.122837,0.456625,0.139437
